Farmer_Message,Advisor_Reply,Crop,Problem_Type,Language,Location,Season,Urgency_Level,Sentiment,Advisor_Type,Product_Recommended,Cost_Estimate,Follow_Up_Required,Message_Length,Intent_Tag,Timestamp
मेरे बैंगन में पोषक तत्वों की कमी हो गए हैं।,नीम तेल का छिड़काव करें।,Brinjal,Nutrient,Hindi,Jharkhand,Kharif,Low,Worried,NGO,Neem Oil,3539,No,10,ask_advice,06/01/2025 14:22
हमार आलू के पानी के कमी से नुकसान भइल बा।,माटी के जाँच करीं आ फफूंदनाशक लगाईं।,Potato,Water,Bhojpuri,Goa,Rabi,Low,Frustrated,NGO,Fungicide,1971,No,10,ask_advice,31/01/2025 12:08
ঐং শস্য বজাৰগী সমস্যা গী কারণদা নষ্ট ওইরে।,নিম তেল শিজিন্নবা।,Sugarcane,Market,Manipuri,Madhya Pradesh,Rabi,Low,Neutral,Govt_Expert,Neem Oil,3158,No,8,ask_advice,27/07/2024 20:58
माझ्या मसाले मध्ये किडे आहेत.,खत वापरा.,Spices,Pest,Marathi,Haryana,Kharif,High,Hopeful,Govt_Expert,Fertilizer,1474,Yes,5,ask_advice,08/07/2024 10:19
ಮಾವು ಬೆಳೆ ಉಪಕರಣ ಸಮಸ್ಯೆ ದ ಕಾರಣೊರ್ದು ಹಾಳಾತ್ಂಡ್.,ಮಣ್ಣ್ ಪರಿಶೀಲನೆ ಮಲ್ತ್ ಕೀಟನಾಶಕ ಹಾಕುಲೆ।,Mango,Equipment,Tulu,Arunachal Pradesh,Kharif,Low,Worried,Private,Pesticide,2032,Yes,7,ask_advice,09/10/2024 05:12
ঐগী আলু দা মৌজমগী সমস্যা ওইরে।,মাটি পৰীক্ষা কৰি ফাংগিচাইড প্রয়োগ কৰবা।,Potato,Weather,Manipuri,Arunachal Pradesh,Rabi,High,Worried,NGO,Fungicide,4574,Yes,6,ask_advice,05/08/2024 10:32
মোৰ টমেটো ত পানীৰ অভাৱৰ আক্ৰমণ হৈছে।,নিম তেল স্প্ৰে কৰক।,Tomato,Water,Assamese,Karnataka,Summer,Medium,Angry,Human,Neem Oil,763,Yes,7,ask_advice,24/02/2024 07:57
কফি ফসল আবহাওয়ার সমস্যা এর কারণে নষ্ট হচ্ছে।,কীটনাশক ব্যবহার করুন।,Coffee,Weather,Bengali,Andhra Pradesh,Zaid,Low,Angry,Private,Pesticide,1397,No,8,ask_advice,26/01/2024 10:03
মোৰ কল ত সঁজুলিৰ সমস্যা হৈছে।,মাটি পৰীক্ষা কৰক আৰু সাৰ প্ৰয়োগ কৰক।,Banana,Equipment,Assamese,Punjab,Summer,Low,Worried,Govt_Expert,Fertilizer,859,No,6,ask_advice,25/07/2024 21:59
ಎನ್ನ ಮಾವು ಗ್ ಉಪಕರಣ ಸಮಸ್ಯೆ ರ್ದ್ ನಷ್ಟ ಆತ್ಂಡ್.,ಶಿಲೀಂಧ್ರನಾಶಕ ಬಳಕೆ ಮಲ್ಪುಲೆ।,Mango,Equipment,Tulu,Rajasthan,Kharif,High,Frustrated,Human,Fungicide,3870,Yes,8,ask_advice,27/08/2024 11:41
मेरे कॉफी में बाजार की समस्या हो गए हैं।,उर्वरक का छिड़काव करें।,Coffee,Market,Hindi,Sikkim,Winter,High,Frustrated,Govt_Expert,Fertilizer,4379,No,9,ask_advice,04/05/2025 00:56
মোৰ টমেটো ত কীট হৈছে।,মাটি পৰীক্ষা কৰক আৰু ফাংগিচাইড প্ৰয়োগ কৰক।,Tomato,Pest,Assamese,Assam,Zaid,High,Angry,Govt_Expert,Fungicide,4113,No,5,ask_advice,26/08/2024 19:29
मेरे सेब में कीड़े हो गए हैं।,कुच्छ नह का छिड़काव करो।,Apple,Pest,Haryanvi,Tamil Nadu,Winter,Low,Neutral,NGO,None,0,Yes,7,ask_advice,29/02/2024 11:16
ମୋ କଦଳୀ ରେ ବଜାର ସମସ୍ୟା ହୋଇଛି।,ଫଙ୍ଗିସାଇଡ୍ ସ୍ପ୍ରେ କରନ୍ତୁ।,Banana,Market,Odia,Tripura,Kharif,High,Frustrated,NGO,Fungicide,4954,No,6,ask_advice,05/08/2024 02:02
ᱟᱢᱟᱜ ᱯᱤᱭᱟᱡ ᱨᱮ ᱯᱩᱥᱛᱤ ᱵᱟᱹᱜᱟᱱᱟ ᱦᱩᱭᱟᱠᱟᱱᱟ।,ᱠᱤᱲᱟᱱᱟᱥᱟᱜ ᱥᱤᱢᱯᱟᱹᱲᱤ ᱢᱮᱱᱟᱜᱼᱟ।,Onion,Nutrient,Santhali,West Bengal,Rabi,High,Hopeful,Human,Pesticide,854,Yes,6,ask_advice,30/08/2024 10:57
ডাল শস্য পুষ্টিগী অভাৱ গী কারণদা নষ্ট ওইরে।,কীটনাশক স্প্রে কৰবা।,Pulses,Nutrient,Manipuri,Nagaland,Monsoon,Medium,Hopeful,Private,Pesticide,292,Yes,8,ask_advice,05/05/2024 01:24
मेरे मसाले को रोग ने नुकसान कर दिया है।,ड्रिप किट का छिड़काव करो।,Spices,Disease,Haryanvi,Nagaland,Zaid,Low,Worried,Human,Drip Kit,2678,Yes,9,ask_advice,21/11/2024 12:40
हमर बैंगन मे उपकरण के समस्या भ गेल अछि।,माटी के जाँच करू आ ड्रिप किट लगाऊ।,Brinjal,Equipment,Maithili,Assam,Kharif,High,Frustrated,Human,Drip Kit,3528,Yes,9,ask_advice,03/09/2024 02:09
मेरे बैंगन में उपकरण की समस्या हो गए हैं।,सिंचाई पंप का छिड़काव करो।,Brinjal,Equipment,Haryanvi,Rajasthan,Zaid,High,Worried,AI,Irrigation Pump,3201,Yes,9,ask_advice,16/12/2024 20:46
ನನ್ನ ಅಕ್ಕಿ ಗೆ ಪೋಷಕಾಂಶಗಳ ಕೊರತೆ ನಷ್ಟವನ್ನುಂಟುಮಾಡಿದೆ.,ಹನಿ ನೀರಾವರಿ ಕಿಟ್ ಸಿಂಪಡಿಸಿ.,Rice,Nutrient,Kannada,Tamil Nadu,Winter,Low,Worried,Govt_Expert,Drip Kit,1849,No,24,ask_advice,09/02/2024 17:00
ৰাগি শস্য বজাৰগী সমস্যা গী কারণদা নষ্ট ওইরে।,মাটি পৰীক্ষা কৰি কীটনাশক প্রয়োগ কৰবা।,Ragi,Market,Manipuri,Punjab,Kharif,High,Neutral,Human,Pesticide,3229,No,8,ask_advice,24/06/2024 07:03
মোৰ কপাহ ত পুষ্টিৰ অভাৱৰ আক্ৰমণ হৈছে।,চিঞ্চন পাম্প ব্যৱহাৰ কৰক।,Cotton,Nutrient,Assamese,Gujarat,Winter,Medium,Hopeful,Human,Irrigation Pump,2477,Yes,7,ask_advice,21/06/2024 20:59
मेरे प्याज को रोग ने नुकसान कर दिया है।,कुच्छ नह का छिड़काव करो।,Onion,Disease,Haryanvi,Karnataka,Winter,High,Hopeful,AI,None,0,No,9,ask_advice,18/08/2024 21:44
हमर गेहूं के पोषक तत्व के अभाव से नुकसान भ गेल अछि।,कीटनाशक के उपयोग करू।,Wheat,Nutrient,Maithili,Kerala,Summer,Medium,Worried,Human,Pesticide,4758,No,12,ask_advice,05/09/2024 23:09
मसाला के फसल पानी के कमी के कारण खराब हो रहल बा।,माटी के जाँच करीं आ नीम तेल लगाईं।,Spices,Water,Bhojpuri,Himachal Pradesh,Winter,High,Hopeful,Human,Neem Oil,1370,No,12,ask_advice,18/05/2024 19:31
আমার তুলা এ বাজারের সমস্যা এর আক্রমণ হয়েছে।,ড্রিপ ইরিগেশন কিট স্প্রে করুন।,Cotton,Market,Bengali,Gujarat,Monsoon,High,Hopeful,AI,Drip Kit,2917,Yes,8,ask_advice,02/05/2024 23:58
எனது நெல் இல் பூச்சிகள் உள்ளன.,மண்ணை சோதித்து நீர்ப்பாசன பம்பு பயன்படுத்தவும்.,Rice,Pest,Tamil,Karnataka,Monsoon,Medium,Hopeful,Govt_Expert,Irrigation Pump,2398,No,15,ask_advice,16/01/2024 11:11
எனது உருளைக்கிழங்கு இல் பூச்சிகள் உள்ளன.,உரம் தெளிக்கவும்.,Potato,Pest,Tamil,Uttarakhand,Kharif,Medium,Neutral,Govt_Expert,Fertilizer,2615,Yes,20,ask_advice,21/11/2024 02:20
మా చిరుధాన్యం కి సామగ్రి సమస్య నష్టం కలిగింది.,నేలను పరీక్షించి ఏమీ లేదు వాడండి.,Millets,Equipment,Telugu,Odisha,Monsoon,High,Hopeful,Govt_Expert,None,0,No,23,ask_advice,25/03/2024 04:39
धान की फसल बाजार की समस्या की वजह से खराब हो रही है।,ड्रिप किट का छिड़काव करो।,Rice,Market,Haryanvi,Madhya Pradesh,Kharif,High,Neutral,Human,Drip Kit,4090,No,13,ask_advice,28/09/2024 10:58
दाल की फसल रोग से खराब हो रही है।,कोई नहीं का छिड़काव करें।,Pulses,Disease,Hindi,Goa,Zaid,Medium,Frustrated,Private,None,0,Yes,9,ask_advice,13/01/2025 16:13
मसालो चें पीक पोषक द्रव्यांचो अभाव कारणान खराब जाला।,माती तपासून खत लाय।,Spices,Nutrient,Konkani,Rajasthan,Summer,Medium,Frustrated,Human,Fertilizer,4832,No,9,ask_advice,20/10/2024 21:57
हमर बाजरा मे कीड़ा भ गेल अछि।,कीटनाशक के उपयोग करू।,Millets,Pest,Maithili,Himachal Pradesh,Kharif,Medium,Neutral,Private,Pesticide,4609,Yes,7,ask_advice,01/05/2024 07:32
हमार गेहूं में उपकरण के समस्या हो गइल बा।,ड्रिप किट के उपयोग करीं।,Wheat,Equipment,Bhojpuri,Himachal Pradesh,Monsoon,Low,Worried,Private,Drip Kit,2715,No,9,ask_advice,09/08/2024 12:39
ମୋ ଆମ ରେ ପାଗ ସମସ୍ୟା ହୋଇଛି।,ମାଟି ପରୀକ୍ଷା କରନ୍ତୁ ଏବଂ ସିଞ୍ଚନ ପମ୍ପ ଲଗାନ୍ତୁ।,Mango,Weather,Odia,Goa,Kharif,Medium,Angry,Govt_Expert,Irrigation Pump,4461,Yes,6,ask_advice,15/01/2025 13:13
म्हज्या सफरचंद आक रोग नुकसान जालें।,माती तपासून खत लाय।,Apple,Disease,Konkani,Jharkhand,Winter,Medium,Neutral,Human,Fertilizer,1347,No,6,ask_advice,19/07/2024 10:53
कपास की फसल पोषक तत्वों की कमी से खराब हो रही है।,कोई नहीं का उपयोग करें।,Cotton,Nutrient,Hindi,Jharkhand,Monsoon,High,Neutral,Govt_Expert,None,0,No,12,ask_advice,18/05/2024 19:31
ನನ್ನ ರಾಗಿ ಗೆ ಉಪಕರಣ ಸಮಸ್ಯೆ ಆಗಿವೆ.,ಕೀಟನಾಶಕ ಬಳಸಿ.,Millets,Equipment,Kannada,Uttarakhand,Zaid,Medium,Neutral,NGO,Pesticide,898,No,16,ask_advice,16/05/2024 12:12
हमर गन्ना के रोग से नुकसान भ गेल अछि।,खाद के छिड़काव करू।,Sugarcane,Disease,Maithili,Madhya Pradesh,Kharif,Medium,Neutral,NGO,Fertilizer,1823,No,9,ask_advice,27/02/2025 16:15
আমার চা এ রোগ এর আক্রমণ হয়েছে।,নিম তেল ব্যবহার করুন।,Tea,Disease,Bengali,Assam,Kharif,Medium,Neutral,Human,Neem Oil,3506,Yes,7,ask_advice,29/07/2024 16:38
ᱟᱢᱟᱜ ᱢᱟᱱᱫᱤᱭᱟ ᱨᱮ ᱢᱟᱹᱣᱥᱟᱢ ᱵᱟᱹᱜᱟᱱᱟ ᱦᱩᱭᱟᱠᱟᱱᱟ।,ᱫᱟᱜ ᱥᱤᱛᱮᱢ ᱠᱤᱛ ᱵᱮᱵᱷᱟᱨ ᱢᱮᱱᱟᱜᱼᱟ।,Millets,Weather,Santhali,Punjab,Rabi,Medium,Frustrated,NGO,Drip Kit,1956,No,6,ask_advice,24/07/2024 05:03
گندم دی فصل پوشک مادہ دی کمی کی وجہ سی خراب ہو رہی ہے۔,ڈرپ ایریگیشن کٹ استیمال کرو۔,Wheat,Nutrient,Kashmiri,Maharashtra,Zaid,Medium,Worried,Govt_Expert,Drip Kit,3899,No,14,ask_advice,06/11/2024 08:31
म्हज्या च्या आक किडे नुकसान जालें।,सिंचन पंप ची फवारणी कर।,Tea,Pest,Konkani,Gujarat,Zaid,Low,Neutral,Human,Irrigation Pump,3441,No,6,ask_advice,30/05/2024 16:04
ঐগী বেগুন দা পুষ্টিগী অভাৱ ওইরে।,মাটি পৰীক্ষা কৰি চাৰ প্রয়োগ কৰবা।,Brinjal,Nutrient,Manipuri,Chhattisgarh,Winter,High,Neutral,Govt_Expert,Fertilizer,3115,No,6,ask_advice,13/09/2024 01:57
ᱟᱢᱟᱜ ᱫᱟᱞ ᱨᱮ ᱯᱩᱥᱛᱤ ᱵᱟᱹᱜᱟᱱᱟ ᱫᱟᱹᱭᱠᱟᱛᱮ ᱵᱷᱟᱹᱜᱟᱭ ᱦᱩᱭᱟᱠᱟᱱᱟ।,ᱵᱟᱨᱮ ᱧᱮᱞ ᱢᱮᱱᱟᱜᱼᱟ ᱟᱨ ᱠᱤᱲᱟᱱᱟᱥᱟᱜ ᱞᱟᱜᱟᱣ ᱢᱮᱱᱟᱜᱼᱟ।,Pulses,Nutrient,Santhali,Andhra Pradesh,Monsoon,Medium,Worried,Govt_Expert,Pesticide,1419,Yes,8,ask_advice,11/01/2025 04:14
तांदूळ चे पीक हवामान समस्या मुळे खराब झाले आहे.,कीटकनाशक वापरा.,Rice,Weather,Marathi,Tamil Nadu,Monsoon,Medium,Hopeful,AI,Pesticide,3152,No,9,ask_advice,01/11/2024 07:44
અમારા ચોખા માં જંતુઓ થયા છે.,જમીનનું પરીક્ષણ કરો અને ડ્રિપ ઇરિગેશન કિટ લગાવો.,Rice,Pest,Gujarati,Bihar,Zaid,High,Hopeful,Human,Drip Kit,1864,No,6,ask_advice,25/07/2024 10:44
ମୋ ବାଇଗଣ ରେ ଉପକରଣ ସମସ୍ୟା ହୋଇଛି।,ସିଞ୍ଚନ ପମ୍ପ ବ୍ୟବହାର କରନ୍ତୁ।,Brinjal,Equipment,Odia,Telangana,Zaid,Low,Frustrated,Private,Irrigation Pump,2809,Yes,6,ask_advice,28/07/2024 02:25
ನನ್ನ ಕಾಳು ಗೆ ಪೋಷಕಾಂಶಗಳ ಕೊರತೆ ನಷ್ಟವನ್ನುಂಟುಮಾಡಿದೆ.,ಮಣ್ಣನ್ನು ಪರೀಕ್ಷಿಸಿ ಮತ್ತು ಗೊಬ್ಬರ ಹಾಕಿ.,Pulses,Nutrient,Kannada,Gujarat,Zaid,High,Worried,Human,Fertilizer,2585,Yes,24,ask_advice,07/02/2025 15:08
मेरे रागी को उपकरण की समस्या ने नुकसान कर दिया है।,कुच्छ नह का छिड़काव करो।,Ragi,Equipment,Haryanvi,Tamil Nadu,Zaid,Medium,Worried,Govt_Expert,None,0,Yes,11,ask_advice,05/02/2024 10:56
ನನ್ನ ರಾಗಿ ಗೆ ಕೀಟಗಳು ಆಗಿವೆ.,ಶಿಲೀಂಧ್ರನಾಶಕ ಸಿಂಪಡಿಸಿ.,Ragi,Pest,Kannada,Meghalaya,Summer,Low,Neutral,Govt_Expert,Fungicide,3379,No,13,ask_advice,16/12/2024 14:29
பருத்தி பயிர் உபகரண பிரச்சனை காரணமாக பாதிக்கப்பட்டுள்ளது.,உரம் பயன்படுத்தவும்.,Cotton,Equipment,Tamil,Chhattisgarh,Winter,High,Neutral,AI,Fertilizer,903,No,28,ask_advice,10/03/2025 03:22
म्हारा सेब में पोषक तत्व रो अभाव हो गया है।,माटी रो परीक्षण करो अर फफूंदनाशक लगावो।,Apple,Nutrient,Rajasthani,Uttarakhand,Zaid,Low,Neutral,Human,Fungicide,2490,No,10,ask_advice,11/05/2024 11:41
हमर कपास के मौसम के समस्या से नुकसान भ गेल अछि।,सिंचाई पंप के उपयोग करू।,Cotton,Weather,Maithili,Himachal Pradesh,Winter,Medium,Angry,Private,Irrigation Pump,4111,Yes,11,ask_advice,06/03/2024 21:31
நெல் பயிர் சந்தை பிரச்சனை காரணமாக பாதிக்கப்பட்டுள்ளது.,நீர்ப்பாசன பம்பு தெளிக்கவும்.,Rice,Market,Tamil,Uttarakhand,Rabi,Medium,Hopeful,Private,Irrigation Pump,4371,No,27,ask_advice,30/01/2025 16:20
ಸೇಬು ಬೆಳೆ ನೀರ್ ಕೊರತೆ ದ ಕಾರಣೊರ್ದು ಹಾಳಾತ್ಂಡ್.,ಮಣ್ಣ್ ಪರಿಶೀಲನೆ ಮಲ್ತ್ ಒಂಜಿಯು ಇಜ್ಜಿ ಹಾಕುಲೆ।,Apple,Water,Tulu,Goa,Summer,Low,Worried,Human,None,0,Yes,7,ask_advice,29/04/2024 09:41
ऊस चे पीक उपकरण समस्या मुळे खराब झाले आहे.,मातीची तपासणी करा आणि खत लावा.,Sugarcane,Equipment,Marathi,Manipur,Zaid,Medium,Worried,AI,Fertilizer,4530,Yes,9,ask_advice,14/01/2024 15:05
మా ఆపిల్ లో మార్కెట్ సమస్య సమస్య ఉంది.,నేలను పరీక్షించి ఎరువు వాడండి.,Apple,Market,Telugu,Meghalaya,Zaid,Medium,Hopeful,AI,Fertilizer,3530,Yes,19,ask_advice,08/03/2024 09:26
ମୋ ମାଣ୍ଡିଆ କୁ ପୁଷ୍ଟିକର ଅଭାବ ଦ୍ୱାରା କ୍ଷତି ହେଉଛି।,ନିମ ତେଲ ସ୍ପ୍ରେ କରନ୍ତୁ।,Millets,Nutrient,Odia,Nagaland,Winter,Low,Worried,Private,Neem Oil,4664,No,8,ask_advice,23/03/2024 16:37
माझ्या कापूस ला किडे ने नुकसान केले आहे.,सिंचन पंप वापरा.,Cotton,Pest,Marathi,Arunachal Pradesh,Winter,Low,Angry,Govt_Expert,Irrigation Pump,4932,Yes,8,ask_advice,04/02/2025 22:38
ମୋ ଡାଲି ରେ ପାଗ ସମସ୍ୟା ହୋଇଛି।,ସାର ସ୍ପ୍ରେ କରନ୍ତୁ।,Pulses,Weather,Odia,Arunachal Pradesh,Zaid,High,Angry,Human,Fertilizer,2532,No,6,ask_advice,14/03/2024 21:16
અમારા સફરજન ને પાણીની અછત થી નુકસાન થયું છે.,ડ્રિપ ઇરિગેશન કિટ નો ઉપયોગ કરો.,Apple,Water,Gujarati,Meghalaya,Monsoon,Low,Frustrated,AI,Drip Kit,674,Yes,9,ask_advice,24/01/2024 19:25
